adview,views,likes,dislikes,comment,Total_Time,category_enc
157,859449,680,246,29,4.75,3
2,1294818,1181,221,71,10.133333333333333,3
2,1236014,2728,1205,320,0.9166666666666666,3
6,2318221,28490,2021,23771,9.883333333333333,3
2,1510770,6129,388,216,4.316666666666666,6
6,112404,377,12,136,19.166666666666668,3
1,108270,335,39,23,11.95,4
1,782942,1758,59,61,4.4,6
1,76305,940,16,140,12.85,4
1,18761,143,6,20,32.483333333333334,3
1,42569,621,8,13,18.633333333333333,3
4,104273,69,27,17,40.81666666666667,3
1,140425,1215,35,350,602.3666666666667,6
5,491322,2620,286,499,8.766666666666667,1
4,637763,1747,116,323,73.75,6
1,4641,146,4,69,5.033333333333333,5
1,1649887,12205,371,299,3.15,3
122,2067,126,24,4,4.0,3
1,121488,786,86,281,9.116666666666667,1
1,1108251,561,161,31,3.7333333333333334,7
5,999882,2296,318,301,89.38333333333333,4
1,611871,892,92,220,15.016666666666667,1
2923,3335,5,0,0,11.916666666666666,7
1,447874,938,89,97,89.36666666666667,4
2,55695,93,7,5,12.233333333333333,3
11,2080324,7092,1397,1566,6.35,3
2,1106892,2075,201,98,2.15,3
1,299886,2462,33,81,3.2333333333333334,6
1,212200,204,74,97,3.3833333333333333,3
1,8149,41,2,5,9.583333333333334,6
2,110734,119,15,2,2.8333333333333335,3
1,670940,11408,1556,1656,8.966666666666667,1
1,498431,1461,94,149,1.35,4
2,104136,347,9,3,0.6666666666666666,3
2,2178,0,0,0,1.5,3
6,1472379,34149,1500,2599,6.7,3
13,296901,448,45,12,1.8166666666666667,3
6,233171,3044,327,136,4.6,6
11,496887,4450,1030,3202,4.033333333333333,3
32,3334342,5769,1161,419,2.9166666666666665,3
2,164704,6760,65,718,2.1,6
13,46159,159,3,14,12.2,3
5,514950,715,83,28,10.233333333333333,3
1,1470714,12238,578,3825,3.4833333333333334,3
4,7639064,59956,907,3960,7.283333333333333,1
2,510198,393,133,17,91.75,4
1,58267,40,13,0,1.2833333333333332,7
1,144882,104,32,26,2.6166666666666667,4
16,597081,8543,298,2005,2.9333333333333336,1
10,7706968,15739,3372,793,1.8333333333333335,2
1,2168,9,0,0,2.9166666666666665,3
1,22920,19,6,12,2.3666666666666667,0
5,925845,1991,173,43,7.95,3
4,13434,65,11,13,7.916666666666667,6
43,607774,3224,280,330,2.15,3
2,232545,617,30,20,2.5166666666666666,1
1,129943,174,54,14,152.71666666666667,3
1,1414521,906,479,82,15.016666666666667,3
3,843111,2426,87,217,5.283333333333333,6
1,20455,412,41,265,9.283333333333333,3
2,86325,345,11,30,23.266666666666666,1
3,128102,337,38,44,8.266666666666667,3
1,108782,104,12,1,5.316666666666666,3
1,311973,1121,70,19,3.1333333333333333,3
1,3091,17,0,3,2.6666666666666665,2
1,1727,50,1,2,3.6,6
138,504727,18189,225,253,3.8,1
4,82556,82,9,12,4.9,6
2,22030,1287,9,160,4.183333333333334,3
1,22681,88,5,14,10.283333333333333,1
2,54557,132,3,4,2.066666666666667,3
3,272736,3635,219,69,9.75,3
15,53005,385,8,8,9.85,3
1,23902,126,6,19,179.18333333333334,3
1,2611,29,3,0,1.6833333333333333,1
1,260141,1943,85,800,2.466666666666667,5
1,97392,147,62,5,31.566666666666666,3
1,276662,5611,87,1228,8.833333333333334,3
7,144106,3101,75,1101,16.45,3
8,1499125,4221,1155,414,3.3166666666666664,2
7219,17793,78,8,1,3.783333333333333,3
1,112172,3612,55,417,0.8666666666666667,1
1,515592,1071,20,76,4.316666666666666,6
1,475991,1508,242,237,2.9833333333333334,3
2,7556,93,13,17,4.35,6
58635,68740,57,2,8,47.733333333333334,3
2,20485,14,6,1,0.9666666666666667,1
33,3718490,4422,1220,308,60.516666666666666,3
4,1575590,1091,581,130,14.05,4
3,1326150,9749,1827,5653,6.516666666666667,1
2,728460,927,185,64,129.4,3
1,3059,9,0,5,7.85,1
1,1484276,1267,339,575,6.533333333333333,6
8,261948,511,35,22,6.383333333333334,3
2,1043098,1640,496,117,5.333333333333333,3
33,762551,1310,869,173,0.6833333333333333,6
1,252971,6437,87,2952,5.366666666666666,3
1,194,1,0,0,0.26666666666666666,3
1,113628,1181,13,30,4.483333333333333,6
1,1092871,3703,252,344,2.3666666666666667,3
7,2600640,10475,1106,802,5.816666666666666,3
1,3326,4,2,1,1.6833333333333333,3
1,151253,184,17,17,5.233333333333333,3
9,228901,603,23,49,3.9,6
6,2088716,24629,427,1715,3.3,1
1,104860,150,15,24,3.3333333333333335,3
1103,1952,39,1,43,5.766666666666667,5
1,53262,1204,11,103,3.8833333333333333,5
4,1041107,3680,222,152,10.7,3
27,528421,266,76,23,1.35,3
1,211026,1433,103,270,3.35,3
2,2607090,8340,1882,3507,6.9,3
1,43284,434,16,15,8.016666666666667,3
1,234226,788,102,133,24.6,3
140,10129,57,4,5,5.766666666666667,3
1,113685,288,129,3,15.966666666666667,3
1,34919,57,3,9,6.516666666666667,3
5,37975,80,39,13,4.783333333333333,6
3617,5180,95,9,15,5.483333333333333,5
1,94759,168,9,3,3.783333333333333,3
3,1038552,2624,564,1273,6.366666666666666,5
1,11595,456,36,150,8.483333333333333,3
1,21280,32,5,8,5.066666666666666,6
5,744329,2436,489,4925,10.133333333333333,3
3,56077,51,4,2,2.033333333333333,3
1,65891,149,5,10,8.3,1
1,30304,358,20,40,2.4,3
1,46664,476,10,36,50.28333333333333,2
27,197230,156,76,8,22.85,4
50,1474621,8090,904,1679,3.966666666666667,3
1,113853,153,32,19,113.61666666666667,4
2,5042,1,2,0,0.7,3
1,36065,1174,3,49,3.2333333333333334,3
107,764601,12861,1191,5483,0.23333333333333334,1
3,361250,210,161,17,15.45,3
2,19232,146,5,6,1.5333333333333332,6
4,1256390,17286,793,2052,17.883333333333333,7
39732,95991,169,29,11,3.75,3
1,8995,40,0,1,16.7,3
23,1303111,7165,376,708,6.8,3
5,343053,951,62,57,5.516666666666667,4
1,227370,469,44,23,38.38333333333333,3
1,574696,563,40,23,1.0333333333333334,3
2,93034,451,9,44,3.75,6
1,14650,15,8,0,12.066666666666666,2
2,173084,844,27,55,2.9,3
75120,100562,122,77,14,2.9833333333333334,4
2,2615,5,0,1,1.4166666666666667,3
1,94910,270,28,18,3.85,6
1,1232416,3739,1608,1427,4.583333333333333,3
1,48071,720,5,20,5.216666666666667,6
1,438,10,0,6,32.46666666666667,3
9,2828495,60253,1507,2807,7.016666666666667,1
8,433517,347,54,27,5.166666666666667,3
1,382866,647,30,33,21.2,1
16,5863436,10238,2541,611,2.783333333333333,3
20270,73653,94,13,4,1.6666666666666665,1
2,23252,43,3,6,124.08333333333333,4
9,1210868,3244,364,197,4.533333333333333,3
8,445477,3066,251,240,2.966666666666667,2
2,37402,72,5,21,11.116666666666667,4
109,202958,161,46,14,6.583333333333333,3
1,65274,107,28,11,140.08333333333331,4
2279,2970,14,0,0,3.9833333333333334,6
2,45356,110,9,4,3.6833333333333336,4
1,46618,725,10,34,12.166666666666666,3
1,2482089,22201,269,2514,6.0,1
1,2808840,1715,872,388,3.783333333333333,3
1,19797,83,3,1,2.466666666666667,3
3,670900,2060,102,290,6.533333333333333,3
4278,9183,39,2,1,10.883333333333333,6
1,38084,53,3,10,10.05,4
1,54721,33,10,4,21.583333333333332,3
1,256943,842,69,54,42.15,3
1,19137,413,4,79,7.45,3
6550,13064,234,8,46,2.85,3
12392,23562,43,0,8,0.48333333333333334,3
1,69074,251,7,89,9.933333333333334,3
1,2088,2,0,1,11.016666666666667,4
1,1058,3,0,0,2.283333333333333,7
3,181536,76,9,8,1.4833333333333334,3
23,181242,895,11,57,6.216666666666667,6
1,5448,89,3,34,15.516666666666667,6
2,37218,61,5,15,10.666666666666666,4
3,473217,676,64,37,44.55,3
3,486,2,0,0,0.55,5
155,838284,19322,308,695,9.783333333333333,1
8612,11569,40,5,1,9.683333333333334,6
1,5018,22,1,0,3.9166666666666665,3
1,32525,175,8,15,4.4,3
1,640,3,0,0,58.9,4
1,113125,82,26,3,4.2,3
8,1498822,5470,377,716,44.983333333333334,3
2,20239,57,7,1,2.8166666666666664,2
4,3058681,21724,359,1694,1.4,6
10387,11573,13,4,0,1.9166666666666665,3
1,50497,297,23,222,1.2166666666666668,3
1,24863,359,5,70,1.7833333333333332,3
1,345507,201,58,60,40.38333333333333,6
30,2332417,7097,817,185,2.4,7
1,785168,473,550,517,1.6833333333333333,3
12,341237,506,36,38,12.85,3
2,172865,247,24,45,54.333333333333336,6
1,15370,531,8,70,7.25,5
18,424236,849,94,283,47.11666666666667,3
8,549852,480,150,40,11.483333333333333,3
38,2381387,9383,1609,743,2.216666666666667,3
1,511377,2206,45,127,4.583333333333333,6
2,34002,190,12,19,6.916666666666667,2
1,107910,231,8,11,4.9,6
12,63885,120,3,9,10.783333333333333,3
1,13557,30,5,8,77.25,3
16,113626,498,9,75,4.45,2
1,72629,461,52,27,4.433333333333334,4
12,793734,6710,366,430,5.383333333333334,3
1,3227,7,2,0,22.283333333333335,6
8,366461,1005,78,32,7.966666666666667,6
1,83653,70,24,8,124.06666666666666,4
2,89763,217,19,57,6.366666666666666,0
9,332832,462,119,85,1.4,3
1,110786,267,41,33,0.6833333333333333,3
2,193132,1292,32,165,4.583333333333333,3
1,10233,20,1,3,5.333333333333333,3
38,1535490,1072,532,105,10.016666666666667,3
4,1527298,2190,440,129,2.35,2
2,107369,552,54,41,2.65,5
1,2579,14,10,0,3.9333333333333336,3
1,180018,566,116,101,45.61666666666667,3
3,312445,622,67,14,14.466666666666667,3
20874,24818,26,0,0,0.16666666666666666,3
1,3840,3,0,0,2.5833333333333335,3
2,745511,2585,105,567,3.35,3
57633,58701,3,0,0,0.5166666666666667,3
1,20663,189,6,43,21.166666666666668,3
1,58587,88,9,0,4.1,2
2,254249,1110,63,51,8.133333333333333,7
1,1038,1,0,1,0.5166666666666667,3
1,2130618,8811,1866,1858,7.15,5
1,27312,117,7,7,0.5166666666666667,3
3,194898,1048,45,58,11.266666666666667,3
5,122143,370,20,172,48.166666666666664,3
125,553415,194,86,12,1.4,3
3,1639618,384,325,25,3.75,3
1,88977,63,16,1,0.9166666666666666,3
4,338611,1428,141,55,31.65,7
6,7349,47,5,3,3.2,4
1,49,3,0,0,4.95,6
1,95313,570,51,610,10.783333333333333,3
1,32298,457,19,100,5.366666666666666,5
1,41922,138,12,13,3.7333333333333334,6
2,3178,19,4,0,3.35,6
3,591640,479,42,29,4.283333333333333,3
2282,29099,302,42,106,12.2,5
1,5236,5,12,0,22.616666666666667,7
1,8814,87,11,23,4.283333333333333,4
2,44186,1055,264,589,10.966666666666667,3
1,45025,568,26,137,10.816666666666666,5
1,47024,72,8,8,10.883333333333333,3
2,855,1,0,0,0.35,3
1,25745,135,17,5,29.666666666666668,6
6,2057280,2400,317,180,6.866666666666667,6
3,84330,37,0,0,0.5166666666666667,3
1,11497,35,3,21,1.3333333333333333,3
1,27006,31,7,4,136.51666666666665,4
1,12582,27,13,1,1.9,3
1,1518,4,1,2,0.35,3
4,201896,170,23,10,8.566666666666666,3
1,453951,1283,65,41,3.8833333333333333,3
1,164309,515,29,8,19.5,3
1,12381,197,3,36,7.016666666666667,6
1,258059,1259,49,276,3.3,3
5,230190,917,111,144,40.9,3
1,296924,1809,73,190,10.2,3
2,52201,168,21,13,3.2,6
8,2560519,5529,1359,449,2.3166666666666664,3
1,88227,849,19,31,22.85,2
1,1789366,2776,344,312,82.06666666666666,4
10,322039,329,93,75,43.11666666666667,3
1,165441,1501,61,1215,3.033333333333333,3
5,3773860,22081,1106,481,2.9833333333333334,3
2,7529756,40788,2639,1238,3.8833333333333333,3
1,27599,48,3,4,6.983333333333333,3
18,37383,43,2,0,1.65,3
1,19264,10,4,0,1.9333333333333333,3
6,621358,4519,263,375,69.28333333333333,7
3,18118,216,26,4,29.85,3
13,1326176,9255,332,305,1.8333333333333335,4
1,126,1,0,0,0.3333333333333333,3
1,1269126,2182,786,124,263.73333333333335,3
135,1081545,22023,375,864,3.7333333333333334,1
1,7717,201,35,69,27.583333333333332,2
304244,558300,831,186,68,2.55,4
1,14740,22,4,4,2.35,0
4,60523,502,12,270,9.983333333333333,6
1,3833,9,0,0,4.45,5
1,173548,284,56,19,1.7666666666666666,3
1,340490,280,73,14,2.6833333333333336,7
246,1052510,11662,291,2990,6.0,1
2,19221,446,13,26,4.85,3
2,562226,902,43,149,3.2666666666666666,6
1,71921,153,129,38,2.1333333333333333,3
1,246742,55,41,20,0.9166666666666666,3
2,338307,5698,116,6325,7.966666666666667,3
9,73235,317,8,105,4.166666666666667,2
1,69944,214,10,31,5.35,4
1,57244,55,20,3,153.95,3
1,355943,3506,132,410,56.2,6
1,118500,1016,16,96,4.2,5
1,313231,586,21,31,5.533333333333333,3
4,2701254,9887,1527,2938,3.65,5
3,1023887,6850,637,639,6.216666666666667,3
3008,4757,11,1,3,77.23333333333333,6
1,255894,517,50,172,4.116666666666666,3
1,5198,7,7,2,1.5333333333333332,6
5,121849,109,33,14,82.73333333333333,6
1,105837,534,48,90,2.0,6
2,673045,532,31,110,4.883333333333333,6
18,310318,98,50,9,2.0,3
1,50070,171,15,4,3.5,6
1,1109865,2781,151,77,2.0833333333333335,3
1,6688,53,0,2,4.983333333333333,3
2,153351,772,51,15,8.25,5
1,245,0,0,0,0.35,3
2,174442,676,31,104,10.583333333333334,0
1,421960,725,29,9,1.1666666666666667,3
2,1172964,15295,512,1416,4.983333333333333,3
4,79287,413,22,136,3.0833333333333335,4
2,143687,258,129,76,1.4,3
648908,3786164,15656,785,2159,5.883333333333333,3
6,3285406,9047,1302,455,22.783333333333335,3
1,3037,48,0,2,3.05,6
4,65514,297,15,63,48.416666666666664,3
1,232982,1188,135,395,11.816666666666666,3
33,1489356,1797,1016,746,32.516666666666666,3
21,78736,203,8,27,3.966666666666667,3
1,280089,958,192,173,38.43333333333333,3
1,112359,220,183,72,1.6833333333333333,3
2,164920,249,22,17,20.316666666666666,3
1,10800,4,3,0,1.2166666666666668,3
1,5980,20,4,10,2.9833333333333334,6
51,1778763,5184,299,158,8.95,3
3,1635181,5682,160,737,3.8666666666666667,6
3129,68370,100,22,30,122.16666666666667,6
2,34845,35,11,4,2.5666666666666664,6
1,947354,1133,39,94,71.98333333333333,6
2,726785,1730,156,96,11.133333333333333,3
1,1538864,3530,402,1553,39.516666666666666,3
2,18828,167,6,34,13.883333333333333,5
1,183534,432,50,161,4.6,2
4,759692,1857,270,160,15.183333333333334,3
2,31204,448,4,7,12.283333333333333,3
1,502773,1381,63,53,3.216666666666667,6
3,648029,654,168,31,142.11666666666667,3
7,292468,790,200,303,7.4,3
13,2451494,1785,677,577,11.0,3
2,2849278,2783,65,173,2.6833333333333336,6
1,5683,26,1,1,3.3833333333333333,3
1,581618,115,68,8,6.683333333333334,3
4,1161872,693,280,301,3.183333333333333,3
5,144,2,1,0,1.9833333333333334,3
1,21288,539,30,307,6.8,3
2,1882,6,0,0,0.35,4
1,336026,669,63,214,38.55,3
3276,6489,42,0,0,12.283333333333333,6
5,308169,2470,78,94,0.9333333333333333,3
2,1412342,763,310,91,14.383333333333333,3
2,372697,895,173,66,3.65,6
1,237,0,0,0,0.75,3
2,1435226,5676,182,797,4.0,6
2,524696,1796,43,268,2.0833333333333335,1
26344,29828,77,4,3,1.0666666666666667,3
1,17635,104,4,12,2.9333333333333336,6
1,9987,50,16,4,12.5,4
1,190357,1935,60,473,600.6,6
6,2291776,5991,1331,244,6.433333333333334,7
1,6312,24,4,2,18.083333333333332,3
1,1256731,8929,1342,2640,5.25,7
1,66656,151,7,105,3.3833333333333333,3
1,79706,536,22,77,30.8,3
1,273439,531,68,11,10.15,3
2,1270024,4524,608,2978,5.016666666666667,5
4,2571221,4422,429,369,99.3,4
4,149419,272,17,19,7.233333333333333,3
1,15212,324,28,71,4.0,3
4,8441,17,3,3,0.35,3
1,97727,552,40,25,3.2,4
1,207847,233,73,54,39.016666666666666,3
3,253400,1719,13,50,3.1666666666666665,6
1,93333,56,22,9,3.2666666666666666,3
1,64083,144,7,22,11.05,4
8165,55890,118,18,10,5.35,6
11,315858,3088,212,475,8.066666666666666,3
1,2851,5,1,0,1.95,3
2,31696,89,5,21,30.466666666666665,3
1,176585,46,21,1,2.7666666666666666,3
1,2959,26,1,2,4.433333333333334,6
2,226133,1488,52,471,23.5,3
1,51299,296,35,42,73.33333333333334,2
4,417049,724,124,173,64.46666666666667,7
5390,12881,47,2,0,0.6833333333333333,6
1,964491,245,183,10,1.5,3
4,30533,53,0,12,10.666666666666666,4
57,546301,183,103,27,1.0666666666666667,3
1,9789,11,3,3,1.6333333333333333,0
2,70911,1465,108,323,9.666666666666666,3
4,290118,679,30,71,8.166666666666666,3
1,1594202,1235,193,478,1.6833333333333333,4
3,108406,485,44,19,2.9166666666666665,1
1,416449,2250,52,379,3.533333333333333,3
2,561464,2212,128,126,46.1,6
29,582222,1260,96,124,22.833333333333332,6
6,3001904,30903,1466,3439,9.5,3
6,231605,696,153,66,7.883333333333333,6
1,987894,220,160,9,2.0833333333333335,3
7,1810711,14318,673,974,4.366666666666666,6
17,318111,663,72,73,6.366666666666666,6
1,892647,2961,233,333,96.38333333333333,4
1,71669,757,31,365,3.4,3
2,81205,247,32,16,35.63333333333333,3
1,89149,240,10,26,2.5666666666666664,6
18,2328202,18592,1012,3767,5.533333333333333,1
6,2140048,4776,585,537,59.0,2
1,218,0,0,0,2.5166666666666666,6
4,27293,64,7,4,4.983333333333333,6
1,111137,116,3,4,1.45,4
3,156235,117,17,1,4.783333333333333,3
1,119429,77,37,3,1.0333333333333334,7
13,257180,215,73,60,43.833333333333336,3
2,545777,1621,359,245,45.71666666666667,3
1,527149,1132,101,190,3.55,3
134,1453990,840,157,144,1.4666666666666668,3
69,2113,1,2,1,0.26666666666666666,4
1,1613,11,0,0,16.966666666666665,3
27066,792587,2097,145,218,3.5666666666666664,4
1,18383,47,7,7,4.2,6
1,82841,80,21,15,143.81666666666666,3
6509,8600,12,0,1,3.4833333333333334,3
12,138078,885,50,130,4.483333333333333,3
1,236671,718,90,14,6.516666666666667,5
1,94889,55,11,2,1.35,3
2,412559,13268,219,6097,12.183333333333334,4
2,1253187,1644,451,140,123.13333333333334,3
27,6602406,17492,1699,2100,147.83333333333331,3
2,3785296,14864,790,233,0.6166666666666667,3
90,2778181,1674,935,211,11.65,3
5239,48096,519,10,105,14.85,5
205,16794,125,4,14,4.333333333333333,6
1,11303,174,6,67,6.316666666666666,3
1,2980,105,1,6,4.633333333333333,6
1,883107,19001,1901,1483,10.866666666666667,3
1,36404,154,0,16,2.6833333333333336,6
3,20079,102,17,3,22.55,5
1,835665,2525,100,204,19.416666666666668,1
1,185886,411,32,11,7.983333333333333,3
2,631444,2157,93,33,5.183333333333334,3
1,55443,85,19,6,50.05,3
4,75310,67,19,11,4.933333333333334,3
1,119493,307,13,36,2.966666666666667,0
2,38588,187,6,14,3.55,6
4,11088,5,1,1,1.8166666666666667,3
1,598544,1360,68,101,2.0166666666666666,3
1,337454,1451,72,215,2.85,3
10,23324,102,9,14,6.133333333333334,3
1,32513,121,5,6,1.1666666666666667,3
1,17019,27,6,1,30.133333333333333,3
3,203692,1121,131,347,21.066666666666666,3
2,282,1,0,0,0.5166666666666667,3
2,551025,3053,134,484,4.466666666666667,6
1,15904,36,17,5,15.466666666666667,2
1,27187,13,3,7,1.6833333333333333,0
1,430146,914,139,715,7.383333333333334,3
3,237,0,0,0,10.35,3
45,25079,53,4,3,0.5166666666666667,3
1,236189,3010,96,409,5.516666666666667,6
1,437747,537,83,45,3.3,3
2,1274901,2540,359,250,2.05,3
1918,2396,0,2,4,2.0166666666666666,3
25,1292337,10681,292,1228,3.216666666666667,1
3,1777799,3128,423,91,9.683333333333334,3
33,4569103,15761,1875,968,3.7,3
1,2662102,14358,1600,940,5.75,4
84,12983991,21962,4687,1203,98.0,3
1,2928,5,2,0,12.75,3
1169,14455,16,0,1,4.283333333333333,6
2,2296087,19026,809,7262,8.2,1
19754,276547,611,145,109,232.35,6
1,25320,31,0,0,2.75,6
1,45535,40,23,0,72.08333333333334,3
4,5149,13,2,2,10.483333333333333,3
3,279838,606,58,83,120.53333333333333,4
1,290095,633,76,28,5.95,3
2,562332,438,133,159,10.933333333333334,4
1,1753838,4225,207,412,4.5,6
1,459119,422,100,33,1.3666666666666667,3
1,63485,370,21,41,6.833333333333333,6
4,14038,1150,0,56,6.566666666666666,3
13,1777177,3922,325,162,13.066666666666666,3
3,107023,265,17,46,2.3166666666666664,2
16,160545,671,16,38,4.783333333333333,6
14,567656,849,228,164,42.53333333333333,3
1,181921,218,51,9,121.71666666666667,3
27,21504,56,24,5,0.7666666666666667,3
3,422873,1475,101,359,6.716666666666667,7
2,14579,113,15,7,2.65,7
5,10840,223,11,58,20.483333333333334,3
1,391473,314,90,77,95.35,4
4,1935985,11863,1322,5168,13.583333333333334,7
6,20605,8,0,0,1.7666666666666666,3
1,55630,478,7,11,4.5,6
1,1017710,15724,562,1474,4.166666666666667,5
1,1483651,2490,283,40,2.0166666666666666,3
2,770096,1026,117,22,2.2666666666666666,3
1,2743,3,0,1,4.116666666666666,6
2,20534,86,0,12,3.033333333333333,2
3,142660,122,47,12,21.366666666666667,4
4,2672,5,3,0,4.233333333333333,3
1,1151556,3091,80,268,4.633333333333333,6
16,564833,1592,293,176,66.55,6
5,506934,4441,170,760,11.0,3
21,340853,2392,67,156,19.783333333333335,4
1,74302,129,15,7,3.5833333333333335,6
1,488428,1297,54,189,3.9333333333333336,4
6,5703347,29849,1297,1720,6.983333333333333,6
1,12188,47,2,1,1.7,3
3,66370,151,25,14,53.36666666666667,7
6,214944,511,22,27,6.433333333333334,3
9,3186772,5654,645,434,2.1666666666666665,6
4,161931,118,68,30,43.75,3
1,72080,251,22,15,5.766666666666667,6
1,2316,10,0,2,4.266666666666667,2
15,681330,668,268,56,23.166666666666668,4
1,229493,138,59,25,5.583333333333333,3
2,477782,10775,202,315,4.083333333333333,3
17,1452,17,0,1,0.7666666666666667,3
44,1533644,2670,225,396,4.183333333333334,6
2,883,23,1,3,2.0166666666666666,3
4,458013,694,224,63,4.516666666666667,7
2,420292,478,117,111,1.8,4
3,538557,2598,397,556,1.0166666666666666,3
1,264644,748,81,31,4.75,5
1,34820,75,22,0,8.983333333333333,5
1,2994922,8007,864,368,10.25,3
5,206696,1071,32,155,0.8333333333333334,3
1,90599,217,22,9,1.1833333333333333,3
1,14326,96,4,7,13.633333333333333,1
1,78298,270,36,47,8.083333333333334,3
2,8585,129,5,19,4.25,6
30,37398,241,3,67,4.316666666666666,1
305,2617,11,12,11,3.3333333333333335,3
9933,17443,179,12,6,4.183333333333334,6
2,314198,830,42,97,7.9,0
1,134151,126,17,34,61.016666666666666,4
1,147060,644,17,72,3.283333333333333,3
1,86528,87,10,8,0.35,4
2,1704841,3284,255,512,82.48333333333333,4
28,2921889,1979,408,106,12.633333333333333,3
1,25046,36,1,2,11.316666666666666,3
1,73138,28,13,0,3.9333333333333336,6
1,96873,407,48,462,4.883333333333333,1
7,5526193,83061,2205,10245,4.716666666666667,3
35,5835602,18129,759,1392,3.2333333333333334,3
1,43165,18,8,1,1.65,6
66,169527,431,71,153,22.566666666666666,3
1,10861,54,1,4,0.18333333333333332,4
18,550780,5558,370,7504,11.183333333333334,1
1,85311,25,12,1,6.8,4
14,1118831,1447,582,248,39.016666666666666,3
2,597454,1090,153,92,10.016666666666667,3
19708,28272,376,16,45,12.216666666666667,0
2,10008,68,4,52,12.133333333333333,6
9972,74363,228,2,41,0.9,3
1,158458,1388,183,1044,7.05,5
1,53664,1193,10,195,5.866666666666667,4
2,31576,38,1,2,7.316666666666666,3
4,6237,9,1,3,0.18333333333333332,3
59,2165014,4132,1004,1030,98.7,4
1,992,0,0,0,13.333333333333334,3
1,151332,5666,115,294,9.566666666666666,5
1,9567,32,1,4,3.533333333333333,3
2,524614,1028,65,35,17.516666666666666,3
1,2586,7,0,0,0.6,4
1,27307,105,11,7,2.2666666666666666,4
1,250,3,0,0,1.3166666666666667,6
8,34767,555,33,61,5.733333333333333,5
64985,877067,32820,566,1474,13.166666666666666,1
1,42150,235,20,24,5.583333333333333,6
9,1131735,1879,241,76,8.683333333333334,3
5,654995,196,85,33,1.45,3
1,291623,912,44,36,2.35,3
1,10981,80,11,20,14.566666666666666,5
38,544977,1410,99,112,16.166666666666668,3
3,93388,1,1,0,0.5166666666666667,3
4,53825,402,14,325,3.8333333333333335,3
266469,411333,644,11,85,25.583333333333332,3
2,1218110,15692,893,4106,3.65,5
3,714515,785,39,70,3.9833333333333334,6
7,975,3,0,1,3.466666666666667,6
2,86948,1118,100,400,10.066666666666666,3
1,11683,43,6,11,13.2,3
1,887586,12078,399,1642,3.95,1
1,41069,41,10,2,10.166666666666666,3
1,7547,37,3,11,2.5666666666666664,6
5,992816,8703,611,816,2.25,3
5,302024,8275,59,804,4.1,1
10,129584,662,70,19,58.6,5
1,55516,180,19,47,4.433333333333334,5
1,140396,177,26,12,5.316666666666666,6
1,166755,709,73,276,25.75,3
2,247360,1062,69,62,7.583333333333333,3
2,662831,6812,137,307,14.666666666666666,1
2,1086604,1223,147,38,1.2166666666666668,3
1,440567,719,51,15,4.683333333333334,3
11,225935,615,24,85,14.383333333333333,3
15,548704,677,222,119,41.85,3
1,308341,4140,127,744,3.3666666666666667,1
3,28794,98,5,17,21.9,3
2,130952,809,21,320,14.366666666666667,4
1,46078,233,9,12,53.083333333333336,6
1,135847,1157,26,114,4.516666666666667,6
3,446077,2821,197,2748,10.616666666666667,3
3,213937,1270,117,54,53.583333333333336,3
8,185247,844,65,109,2.55,3
921,1733,12,4,0,1.7333333333333334,3
11,344880,3823,47,297,1.1333333333333333,5
5,1076129,3083,539,322,64.06666666666666,6
4,555196,2820,171,301,2.8666666666666667,3
3,30942,7,1,0,0.8166666666666667,3
35,1355382,1803,138,90,5.05,3
1,390712,1630,64,165,22.2,1
6175,42240,582,24,73,7.333333333333333,0
2,474717,293,197,2,79.85,4
1,8988,22,2,2,2.5,6
3,1376727,1542,482,338,428.71666666666664,6
1,37374,81,8,4,6.95,7
2,393180,554,58,18,2.9,3
2,86659,55,25,3,40.7,2
48626,60260,73,7,8,0.6,3
1,268260,1300,47,968,9.25,3
5,184186,216,8,24,1.0166666666666666,3
2,17200,99,9,2,3.35,1
2,271429,1670,52,206,3.6333333333333333,1
7,113822,471,65,46,51.43333333333333,6
7,8968225,7502,406,1341,5.383333333333334,6
1,594843,978,191,49,6.266666666666667,5
78,1927526,11875,545,2332,4.883333333333333,6
1,35178,994,95,1409,1.6166666666666667,3
5,409201,10253,1263,649,3.5166666666666666,4
1,104970,611,47,79,6.9,4
1,231191,333,27,44,3.8833333333333333,0
1,128685,482,13,17,6.35,3
3,347,11,0,1,4.566666666666666,3
11,339164,896,30,71,4.033333333333333,6
2,293988,879,61,13,7.733333333333333,3
1,2180,16,0,3,25.3,6
1,135848,290,39,62,12.116666666666667,2
4,250040,179,93,36,42.1,3
1,1107,8,1,1,10.366666666666667,3
5,273293,1216,62,144,5.4,4
1,235572,398,53,6,14.983333333333333,4
2,511987,2802,111,344,2.5,6
1,47620,53,16,16,10.033333333333333,3
2,577227,4106,308,487,13.483333333333333,5
1,32661,1407,43,160,14.933333333333334,1
6,309312,349,31,4,8.3,3
3,69475,261,14,18,2.7666666666666666,3
4,18626,15,6,0,3.8666666666666667,6
1,22612,105,7,25,167.3,3
1,89614,85,15,6,129.96666666666667,3
1,9470,48,0,3,2.1166666666666667,1
15,408927,150,52,12,2.5,3
3,7712,16,3,3,1.9,3
1,354149,3106,114,376,3.066666666666667,3
1,39842,254,9,11,5.616666666666667,6
1,39842,19,8,23,2.3166666666666664,7
13,1177408,3469,99,605,3.6,4
